test_name, test_tag, generator, container, capacity, duration, threads, throughput, thread_throughput, hit_rate, pull_threshold, purge_threshold
19:43:16, GCP1, trace:traces/wiki_dataset.blis, DeferredLRU-2, 791359, 60.2466, 32, 4.15138e+06, 129731, 0.841713, 0.7, 0.7
19:43:16, GCP1, trace:traces/wiki_dataset.blis, DeferredLRU-2, 791359, 60.1081, 32, 4.05457e+06, 126705, 0.846621, 0.9, 0.7
19:43:16, GCP1, trace:traces/wiki_dataset.blis, DeferredLRU-2, 791359, 60.4827, 32, 4.26889e+06, 133403, 0.830949, 0.001, 0.9
19:43:16, GCP1, trace:traces/wiki_dataset.blis, DeferredLRU-2, 791359, 60.4525, 32, 4.21333e+06, 131666, 0.831474, 0.01, 0.9
19:43:16, GCP1, trace:traces/wiki_dataset.blis, DeferredLRU-2, 791359, 60.3974, 32, 4.25204e+06, 132876, 0.831733, 0.1, 0.9
19:43:16, GCP1, trace:traces/wiki_dataset.blis, DeferredLRU-2, 791359, 60.2513, 32, 4.17356e+06, 130424, 0.833979, 0.4, 0.9
19:43:16, GCP1, trace:traces/wiki_dataset.blis, DeferredLRU-2, 791359, 60.1992, 32, 4.38778e+06, 137118, 0.841016, 0.7, 0.9
19:43:16, GCP1, trace:traces/wiki_dataset.blis, DeferredLRU-2, 791359, 61.2661, 32, 4.16768e+06, 130240, 0.845923, 0.9, 0.9
19:43:16, GCP1, trace:traces/wiki_dataset.blis, DeferredLRU-2, 7913, 60.0915, 1, 6.55667e+06, 6.55667e+06, 0.569157, 0.001, 0.001
19:43:16, GCP1, trace:traces/wiki_dataset.blis, DeferredLRU-2, 7913, 60.0617, 1, 6.80966e+06, 6.80966e+06, 0.568807, 0.01, 0.001
19:43:16, GCP1, trace:traces/wiki_dataset.blis, DeferredLRU-2, 7913, 60.1229, 1, 6.98569e+06, 6.98569e+06, 0.572027, 0.1, 0.001
19:43:16, GCP1, trace:traces/wiki_dataset.blis, DeferredLRU-2, 7913, 60.1829, 1, 1.7613e+06, 1.7613e+06, 0.59382, 0.4, 0.001
19:43:16, GCP1, trace:traces/wiki_dataset.blis, DeferredLRU-2, 7913, 60.725, 1, 1.08687e+06, 1.08687e+06, 0.605482, 0.7, 0.001
19:43:16, GCP1, trace:traces/wiki_dataset.blis, DeferredLRU-2, 7913, 60.4121, 1, 844201, 844201, 0.612529, 0.9, 0.001
19:43:16, GCP1, trace:traces/wiki_dataset.blis, DeferredLRU-2, 7913, 60.0299, 1, 6.59671e+06, 6.59671e+06, 0.568864, 0.001, 0.01
19:43:16, GCP1, trace:traces/wiki_dataset.blis, DeferredLRU-2, 7913, 60.0486, 1, 6.89442e+06, 6.89442e+06, 0.568497, 0.01, 0.01
19:43:16, GCP1, trace:traces/wiki_dataset.blis, DeferredLRU-2, 7913, 60.0086, 1, 7.11564e+06, 7.11564e+06, 0.571688, 0.1, 0.01
19:43:16, GCP1, trace:traces/wiki_dataset.blis, DeferredLRU-2, 7913, 60.1835, 1, 3.95457e+06, 3.95457e+06, 0.592804, 0.4, 0.01
19:43:16, GCP1, trace:traces/wiki_dataset.blis, DeferredLRU-2, 7913, 60.2996, 1, 2.85243e+06, 2.85243e+06, 0.604995, 0.7, 0.01
19:43:16, GCP1, trace:traces/wiki_dataset.blis, DeferredLRU-2, 7913, 60.392, 1, 2.36786e+06, 2.36786e+06, 0.611641, 0.9, 0.01
19:43:16, GCP1, trace:traces/wiki_dataset.blis, DeferredLRU-2, 7913, 60.0527, 1, 6.67747e+06, 6.67747e+06, 0.566415, 0.001, 0.1
19:43:16, GCP1, trace:traces/wiki_dataset.blis, DeferredLRU-2, 7913, 60.0996, 1, 6.9884e+06, 6.9884e+06, 0.5661, 0.01, 0.1
19:43:16, GCP1, trace:traces/wiki_dataset.blis, DeferredLRU-2, 7913, 60.0668, 1, 7.25858e+06, 7.25858e+06, 0.569605, 0.1, 0.1
19:43:16, GCP1, trace:traces/wiki_dataset.blis, DeferredLRU-2, 7913, 60.1289, 1, 6.80205e+06, 6.80205e+06, 0.59174, 0.4, 0.1
19:43:16, GCP1, trace:traces/wiki_dataset.blis, DeferredLRU-2, 7913, 60.1467, 1, 6.38439e+06, 6.38439e+06, 0.604995, 0.7, 0.1
19:43:16, GCP1, trace:traces/wiki_dataset.blis, DeferredLRU-2, 7913, 60.1218, 1, 6.00448e+06, 6.00448e+06, 0.611755, 0.9, 0.1
19:43:16, GCP1, trace:traces/wiki_dataset.blis, DeferredLRU-2, 7913, 60.1122, 1, 6.82058e+06, 6.82058e+06, 0.557064, 0.001, 0.4
19:43:16, GCP1, trace:traces/wiki_dataset.blis, DeferredLRU-2, 7913, 60.1242, 1, 7.13522e+06, 7.13522e+06, 0.556756, 0.01, 0.4
19:43:16, GCP1, trace:traces/wiki_dataset.blis, DeferredLRU-2, 7913, 60.0378, 1, 7.41199e+06, 7.41199e+06, 0.56215, 0.1, 0.4
19:43:16, GCP1, trace:traces/wiki_dataset.blis, DeferredLRU-2, 7913, 60.1028, 1, 7.52045e+06, 7.52045e+06, 0.588677, 0.4, 0.4
19:43:16, GCP1, trace:traces/wiki_dataset.blis, DeferredLRU-2, 7913, 60.099, 1, 7.37116e+06, 7.37116e+06, 0.602901, 0.7, 0.4
19:43:16, GCP1, trace:traces/wiki_dataset.blis, DeferredLRU-2, 7913, 60.1365, 1, 6.81782e+06, 6.81782e+06, 0.610032, 0.9, 0.4
19:43:16, GCP1, trace:traces/wiki_dataset.blis, DeferredLRU-2, 7913, 60.0078, 1, 6.93243e+06, 6.93243e+06, 0.543671, 0.001, 0.7
19:43:16, GCP1, trace:traces/wiki_dataset.blis, DeferredLRU-2, 7913, 60.1364, 1, 7.26681e+06, 7.26681e+06, 0.543422, 0.01, 0.7
19:43:16, GCP1, trace:traces/wiki_dataset.blis, DeferredLRU-2, 7913, 60.1033, 1, 7.60357e+06, 7.60357e+06, 0.551908, 0.1, 0.7
19:43:16, GCP1, trace:traces/wiki_dataset.blis, DeferredLRU-2, 7913, 60.0539, 1, 7.84296e+06, 7.84296e+06, 0.584881, 0.4, 0.7
19:43:16, GCP1, trace:traces/wiki_dataset.blis, DeferredLRU-2, 7913, 60.083, 1, 7.55621e+06, 7.55621e+06, 0.601003, 0.7, 0.7
19:43:16, GCP1, trace:traces/wiki_dataset.blis, DeferredLRU-2, 7913, 60.0856, 1, 6.89017e+06, 6.89017e+06, 0.608782, 0.9, 0.7
19:43:16, GCP1, trace:traces/wiki_dataset.blis, DeferredLRU-2, 7913, 60.1138, 1, 7.00338e+06, 7.00338e+06, 0.528455, 0.001, 0.9
19:43:16, GCP1, trace:traces/wiki_dataset.blis, DeferredLRU-2, 7913, 60.0601, 1, 7.326e+06, 7.326e+06, 0.528657, 0.01, 0.9
19:43:16, GCP1, trace:traces/wiki_dataset.blis, DeferredLRU-2, 7913, 60.1224, 1, 7.70096e+06, 7.70096e+06, 0.53934, 0.1, 0.9
19:43:16, GCP1, trace:traces/wiki_dataset.blis, DeferredLRU-2, 7913, 60.0484, 1, 7.89363e+06, 7.89363e+06, 0.583736, 0.4, 0.9
19:43:16, GCP1, trace:traces/wiki_dataset.blis, DeferredLRU-2, 7913, 60.125, 1, 7.48441e+06, 7.48441e+06, 0.600628, 0.7, 0.9
19:43:16, GCP1, trace:traces/wiki_dataset.blis, DeferredLRU-2, 7913, 60.0216, 1, 6.91418e+06, 6.91418e+06, 0.60855, 0.9, 0.9
19:43:16, GCP1, trace:traces/wiki_dataset.blis, DeferredLRU-2, 7913, 60.448, 32, 1.6388e+06, 51212.6, 0.568066, 0.001, 0.001
19:43:16, GCP1, trace:traces/wiki_dataset.blis, DeferredLRU-2, 7913, 60.046, 32, 1.69667e+06, 53020.9, 0.568401, 0.01, 0.001
