	0.001	0.01	0.1	0.4	0.7	0.9
0.001	25428.2	25282.55	26167.35	26705.5	26650.3	26335.8
0.01	25505.4	25826.15	26299.35	26634	26082.75	27045.65
0.1	24313.45	24999.05	25846.3	27323.9	26733.7	26761.7
0.4	20347.3	21893.75	24802.8	26631.4	25982.5	26843.35
0.7	17899.9	20128.3	24634.4	26329.3	26238.15	26931.15
0.9	17325.1	19043.6	24095.25	25226.3	26476.8	26604.9
