	0.001	0.01	0.1	0.4	0.7	0.9
0.001	56.9157	56.8936	56.64325	55.7064	54.36545	52.8535
0.01	56.8807	56.84875	56.61000000000001	55.676950000000005	54.34105	52.865700000000004
0.10	57.20269999999999	57.1688	56.9599	56.21165	55.190799999999996	53.93225
0.40	59.382000000000005	59.2804	59.1755	58.868500000000004	58.48835	58.3736
0.70	60.548199999999994	60.4995	60.4995	60.2932	60.10095	60.06725000000001
0.90	61.2529	61.16585	61.1747	61.00385000000001	60.878	60.856100000000005
