	0.001	0.01	0.1	0.4	0.7	0.9
0.001	82.84215	82.826	82.7076	82.95545	83.16915	83.1084
0.01	82.83970000000001	82.85625	82.8447	82.98575	83.0612	83.1514
0.1	82.956	82.9103	82.9529	83.05355	83.14375000000001	83.18900000000001
0.4	84.59219999999999	83.2444	83.49135	83.52775	83.56415	83.40205
0.7	83.86274999999999	85.2819	84.3863	84.3347	84.15935	84.11645
0.9	83.85585	85.90275000000001	84.8685	84.813	84.64914999999999	84.62855
