	0.001	0.01	0.1	0.4	0.7	0.9
0.001	48.52885	48.30885	47.401650000000004	44.91305	41.3344	38.60835
0.01	48.397600000000004	47.7841	47.552	45.45485	41.43205	38.7919
0.1	48.0241	48.6914	47.74065	45.47875	41.3413	38.864850000000004
0.4	47.443999999999996	48.94795	48.7929	46.91025	43.095800000000004	42.04325
0.7	45.4842	49.267300000000006	49.6877	47.1777	45.1625	45.30455
0.9	44.2133	49.978899999999996	49.751	47.0021	46.9324	45.8218
