	0.001	0.01	0.1	0.4	0.7	0.9
0.001	43530.4	43769.85	43786.5	44122.5	41758.15	39497.3
0.01	41442.8	43354.7	43021.1	43498.4	41971.75	40291.15
0.1	26232.2	39878.3	42641.6	43051.85	41521.8	42187.3
0.4	2619.93	17147.45	37444.1	40963.95	40689.4	41647.25
0.7	1041.292	7378.87	30189.75	38760.85	40735.6	41860.3
0.9	1262.29	6490.995	24720.25	36923.15	38239.5	39978.45
