	0.001	0.01	0.1	0.4	0.7	0.9
0.001	3.412375	3.3960749999999997	3.3746400000000003	3.32569	3.2057450000000003	3.06895
0.01	3.41122	3.40909	3.3744799999999997	3.322845	3.20151	3.07117
0.1	3.41946	3.4122350000000004	3.3912999999999998	3.32534	3.189385	3.0078400000000003
0.4	3.48859	3.4753399999999997	3.416635	3.3202700000000003	3.104855	2.98883
0.7	3.54101	3.43944	3.3402550000000004	3.1343250000000005	2.99413	2.916945
0.9	3.217145	3.29279	3.16025	2.8310049999999998	2.75269	2.73529
