	0.001	0.01	0.1	0.4	0.7	0.9
0.001	47321.35	46587	48201.2	49558.75	49791.6	48192.6
0.01	47146.5	47262.4	47583.55	49103.15	48649.55	50492.05
0.1	45770.55	47908.2	47850.5	48186.9	48759.65	49276.95
0.4	23562.8	42495.55	47287.2	48437.35	49558.95	49578.05
0.7	3659.39	18878.9	38393.1	47116.5	49577.1	51161.9
0.9	1957	9998.92	32803.75	47385	51061.25	49632.7
